cgdtr,"convert from long dfp to fixed",implemented
cgxtr,"convert from extended dfp to fixed",implemented
csdtr,"convert from long dfp to signed bcd","not implemented",
csxtr,"convert from extended dfp to signed bcd","not implemented",
cudtr,"convert from long dfp to unsigned bcd","not implemented",
cuxtr,"convert from extended dfp to unsigned bcd","not implemented",
eedtr,"extract biased exponent from long dfp",implemented
eextr,"extract biased exponent from extended dfp",implemented
esdtr,"extract significance from long dfp",implemented
esxtr,"extract significance from extended dfp",implemented
iedtr,"insert biased exponent long dfp",implemented
iextr,"insert biased exponent extended dfp",implemented
ltdtr,"load and test long dfp",implemented
ltxtr,"load and test extended dfp",implemented
fidtr,"load fp integer long dfp","not implemented",
fixtr,"load fp integer extended dfp","not implemented",
lfas,"load fpc and signal","not implemented",
ldetr,"load lengthened long dfp",implemented
lxdtr,"load lengthened extended dfp",implemented
ledtr,"load rounded long dfp",implemented
ldxtr,"load rounded extended dfp",implemented
qadtr,"Quantize long dfp",implemented
qaxtr,"Quantize extended dfp",implemented
rrdtr,"Reround long dfp",implemented
rrxtr,"Reround extended dfp",implemented
srnmt,"set rounding mode dfp",implemented
sfasr,"set fpc and signal","not implemented",
sldt,"shift coefficient left long dfp",implemented
slxt,"shift coefficient left extended dfp",implemented
srdt,"shift coefficient right long dfp",implemented
srxt,"shift coefficient right extended dfp",implemented
tdcet,"test data class short dfp",implemented
tdcdt,"test data class long dfp",implemented
tdcxt,"test data class extended dfp",implemented
tdget,"test data group short dfp",implemented
tdgdt,"test data group long dfp",implemented
tdgxt,"test data group extended dfp",implemented
pfpo,"perform floating point operation",implemented
ectg,"extract cpu time","not implemented",
csst,"compare and swap and store","not implemented",
asi,"add immediate (32<8)",implemented,
agsi,"add immediate (64<8)",implemented,
alsi,"add logical with signed immediate (32<8)",implemented,
algsi,"add logical with signed immediate (64<8)",implemented,
crl,"compare relative long (32)",implemented,
cgrl,"compare relative long (64)",implemented,
cgfrl,"compare relative long (64<32)",implemented,
crb,"compare and branch (32)",implemented,
cgrb,"compare and branch (64)",implemented,
crj,"compare and branch relative (32)",implemented,
cgrj,"compare and branch relative (64)",implemented,
cib,"compare immediate and branch (32<8)",implemented,
cgib,"compare immediate and branch (64<8)",implemented,
cij,"compare immediate and branch relative (32<8)",implemented,
cgij,"compare immediate and branch relative (64<8)",implemented,
crt,"compare and trap","not implemented","issued by gcc"
cgrt,"compare and trap 64","not implemented","issued by gcc"
cit,"compare immediate and trap (32<16)","not implemented","issued by gcc"
cgit,"compare immediate and trap (64<16)","not implemented","issued by gcc"
cgh,"compare halfword (64<16)",implemented,
chhsi,"compare halfword immediate (16<16)",implemented,
chsi,"compare halfword immediate (32<16)",implemented,
cghsi,"compare halfword immediate (64<16)",implemented,
chrl,"compare halfword relative long (32<8)",implemented,
cghrl,"compare halfword relative long (64<8)",implemented,
clhhsi,"compare logical immediate (16<16)",implemented,
clfhsi,"compare logical immediate (32<16)",implemented,
clghsi,"compare logical immediate (64<16)",implemented,
clrl,"compare logical relative long (32)",implemented,
clgrl,"compare logical relative long (64)",implemented,
clgfrl,"compare logical relative long (64<32)",implemented,
clhrl,"compare logical relative long (32<16)",implemented,
clghrl,"compare logical relative long (64<16)",implemented,
clrb,"compare logical and branch (32)",implemented,
clgrb,"compare logical and branch (64)",implemented,
clrj,"compare logical and branch relative (32)",implemented,
clgrj,"compare logical and branch relative (64)",implemented,
clib,"compare logical immediate and branch (32<8)",implemented,
clgib,"compare logical immediate and branch (64<8)",implemented,
clij,"compare logical immediate and branch relative (32<8)",implemented,
clgij,"compare logical immediate and branch relative (64<8)",implemented,
clrt,"compare logical and trap (32)","not implemented",
clgrt,"compare logical and trap (64)","not implemented",
clfit,"compare logical and trap (32<16)","not implemented",
clgit,"compare logical and trap (64<16)","not implemented",
ecag,"extract cache attribute",implemented,
lrl,"load relative long (32)",implemented,
lgrl,"load relative long (64)",implemented,
lgfrl,"load relative long (64<32)",implemented,
laey,"load address extended",implemented,
ltgf,"load and test (64<32)",implemented,
lhrl,"load halfword relative long (32<16)",implemented,
lghrl,"load halfword relative long (64<16)",implemented,
llgfrl,"load logical relative long (64<32)",implemented,
llhrl,"load logical halfword relative long (32<16)",implemented,
llghrl,"load logical halfword relative long (64<16)",implemented,
mvhhi,"move (16<16)",implemented,
mvhi,"move (32<16)",implemented,
mvghi,"move (64<16)",implemented,
mfy,multiply,implemented,
mhy,"multiply halfword",implemented,
msfi,"multiply single immediate (32)",implemented,
msgfi,"multiply single immediate (64)",implemented,
pfd,"prefetch data",implemented,
pfdrl,"prefetch data relative long",implemented,
rnsbg,"rotate then and selected bits",implemented,
rxsbg,"rotate then exclusive or selected bits",implemented,
rosbg,"rotate then or selected bits",implemented,
risbg,"rotate then insert selected bits",implemented,
strl,"store relative long (32)",implemented,
stgrl,"store relative long (64)",implemented,
sthrl,"store halfword relative long",implemented,
exrl,"execute relative long",implemented,
ptf,"perform topology function",N/A,"privileged instruction"
pfmf,"perform frame management function",N/A,"privileged instruction"
trte,"translate and test extended","not implemented",
trtre,"translate and test reverse extended","not implemented",
ecpga,"extract coprocessor-group address",N/A,"privileged instruction"
ecctr,"extract cpu counter",N/A,"privileged instruction"
epctr,"extract peripheral counter",N/A,"privileged instruction"
lcctl,"load cpu-counter-set controls",N/A,"privileged instruction"
lpctl,"load peripheral-counter-set controls",N/A,"privileged instruction"
lsctl,"load sampling controls",N/A,"privileged instruction"
qctri,"query counter information",N/A,"privileged instruction"
qsi,"query sampling information",N/A,"privileged instruction"
scctr,"set cpu counter",N/A,"privileged instruction"
spctr,"set peripheral counter",N/A,"privileged instruction"
lpp,"load program parameter",N/A,"privileged instruction"
pckmo,"perform cryptographic key management operation",N/A,"privileged instruction"
ahhhr,"add high high",implemented,
ahhlr,"add high low",implemented,
aih,"add immediate high",implemented,
alhhhr,"add logical high high",implemented,
alhhlr,"add logical high low",implemented,
alsih,"add logical with signed immediate high with cc",implemented,
alsihn,"add logical with signed immediate high no cc",implemented,
brcth,"branch relative on count high","not implemented",
chhr,"compare high high",implemented,
chlr,"compare high low",implemented,
chf,"compare high",implemented,
cih,"compare immediate high",implemented,
clhhr,"compare logical high high",implemented,
clhlr,"compare logical high low",implemented,
clhf,"compare logical high",implemented,
clih,"compare logical immediate",implemented,
lbh,"load byte high",implemented,
lhh,"load halfword high",implemented,
lfh,"load high",implemented,
llch,"load logical character high",implemented,
llhh,"load logical halfword high",implemented,
risbhg,"rotate then insert selected bits high","not implemented",
risblg,"rotate then insert selected bits low","not implemented",
stch,"store character high",implemented,
sthh,"store halfword high",implemented,
stfh,"store high",implemented,
shhhr,"subtract high high",implemented,
shhlr,"subtract high low",implemented,
slhhhr,"subtract logical high high",implemented,
slhhlr,"subtract logical high low",implemented,
laa,"load and add 32 bit",implemented,
laag,"load and add 64 bit",implemented,
laal,"load and add logical 32 bit",implemented,
laalg,"load and add logical 64 bit",implemented,
lan,"load and and 32 bit",implemented,
lang,"load and and 64 bit",implemented,
lax,"load and exclusive or 32 bit",implemented,
laxg,"load and exclusive or 64 bit",implemented,
lao,"load and or 32 bit",implemented,
laog,"load and or 64 bit",implemented,
lpd,"load pair disjoint 32 bit","not implemented",
lpdg,"load pair disjoint 64 bit","not implemented",
locr,"load on condition 32 bit",implemented,
locgr,"load on condition 64 bit",implemented,
loc,"load on condition 32 bit",implemented,
locg,"load on condition 64 bit",implemented,
stoc,"store on condition 32 bit",implemented,
stocg,"store on condition 64 bit",implemented,
ark,"add 3 operands 32 bit",implemented,
agrk,"add 3 operands 64 bit",implemented,
ahik,"add immediate 3 operands 32 bit",implemented,
aghik,"add immediate 3 operands 64 bit",implemented,
alrk,"add logical 3 operands 32 bit",implemented,
algrk,"add logical 3 operands 64 bit",implemented,
alhsik,"add logical immediate 3 operands 32 bit",implemented,
alghsik,"add logical immediate 3 operands 64 bit",implemented,
nrk,"and 3 operands 32 bit",implemented,
ngrk,"and 3 operands 64 bit",implemented,
xrk,"xor 3 operands 32 bit",implemented,
xgrk,"xor 3 operands 64 bit",implemented,
ork,"or 3 operands 32 bit",implemented,
ogrk,"or 3 operands 64 bit",implemented,
slak,"shift left single 3 operands 32 bit",implemented,
sllk,"shift left single logical 3 operands 32 bit",implemented,
srak,"shift right single 3 operands 32 bit",implemented,
srlk,"shift right single logical 3 operands 32 bit",implemented,
srk,"subtract 3 operands 32 bit",implemented,
sgrk,"subtract 3 operands 64 bit",implemented,
slrk,"subtract logical 3 operands 32 bit",implemented,
slgrk,"subtract logical 3 operands 64 bit",implemented,
popcnt,"population count","not implemented",
rrbm,"reset reference bits multiple",N/A,"privileged instruction"
cefbra,"convert from 32 bit fixed to short bfp with rounding mode",implemented,
cdfbra,"convert from 32 bit fixed to long bfp with rounding mode",implemented,
cxfbra,"convert from 32 bit fixed to extended bfp with rounding mode",implemented,
cegbra,"convert from 64 bit fixed to short bfp with rounding mode",implemented,
cdgbra,"convert from 64 bit fixed to long bfp with rounding mode",implemented,
cxgbra,"convert from 64 bit fixed to extended bfp with rounding mode",implemented,
celfbr,"convert from 32 bit logical fixed to short bfp with rounding mode",implemented,
cdlfbr,"convert from 32 bit logical fixed to long bfp with rounding mode",implemented,
cxlfbr,"convert from 32 bit logical fixed to extended bfp with rounding mode",implemented,
celgbr,"convert from 64 bit logical fixed to short bfp with rounding mode",implemented,
cdlgbr,"convert from 64 bit logical fixed to long bfp with rounding mode",implemented,
cxlgbr,"convert from 64 bit logical fixed to extended bfp with rounding mode",implemented,
cfebra,"convert to 32 bit fixed from short bfp with rounding mode",implemented,
cfdbra,"convert to 32 bit fixed from long bfp with rounding mode",implemented,
cfxbra,"convert to 32 bit fixed from extended bfp with rounding mode",implemented,
cgebra,"convert to 64 bit fixed from short bfp with rounding mode",implemented,
cgdbra,"convert to 64 bit fixed from long bfp with rounding mode",implemented,
cgxbra,"convert to 64 bit fixed from extended bfp with rounding mode",implemented,
clfebr,"convert to 32 bit fixed logical from short bfp with rounding mode",implemented,
clfdbr,"convert to 32 bit fixed logical from long bfp with rounding mode",implemented,
clfxbr,"convert to 32 bit fixed logical from extended bfp with rounding mode",implemented,
clgebr,"convert to 64 bit fixed logical from short bfp with rounding mode",implemented,
clgdbr,"convert to 64 bit fixed logical from long bfp with rounding mode",implemented,
clgxbr,"convert to 64 bit fixed logical from extended bfp with rounding mode",implemented,
fiebra,"load fp integer short bfp with rounding mode","not implemented","new to z196"
fidbra,"load fp integer long bfp with rounding mode","not implemented","new to z196"
fixbra,"load fp integer extended bfp with rounding mode","not implemented","new to z196"
ledbra,"load rounded short/long bfp to short/long bfp with rounding mode",implemented,
ldxbra,"load rounded long/extended bfp to long/extended bfp with rounding mode",implemented,
lexbra,"load rounded short/extended bfp to short/extended bfp with rounding mode",implemented,
adtra,"add long dfp with rounding mode",implemented
axtra,"add extended dfp with rounding mode",implemented
cdgtra,"convert from fixed long dfp with rounding mode",implemented
cdftr,"convert from 32 bit fixed to long dfp with rounding mode",implemented
cxftr,"convert from 32 bit fixed to extended dfp with rounding mode",implemented
cdlgtr,"convert from 64 bit fixed logical to long dfp with rounding mode",implemented
cxlgtr,"convert from 64 bit fixed logical to extended dfp with rounding mode",implemented
cdlftr,"convert from 32 bit fixed logical to long dfp with rounding mode",implemented
cxlftr,"convert from 32 bit fixed logical to extended dfp with rounding mode",implemented
cfdtr,"convert to 32 bit fixed from long dfp source with rounding mode",implemented
cfxtr,"convert to 32 bit fixed from extended dfp source with rounding mode",implemented
clgdtr,"convert to 64 bit fixed logical from long dfp with rounding mode",implemented
clgxtr,"convert to 64 bit fixed logical from extended dfp with rounding mode",implemented
clfdtr,"convert to 32 bit fixed logical from long dfp with rounding mode",implemented
clfxtr,"convert to 32 bit fixed logical from extended dfp with rounding mode",implemented
ddtra,"divide long dfp with rounding mode",implemented
dxtra,"divide extended dfp with rounding mode",implemented
mdtra,"multiply long dfp with rounding mode",implemented
mxtra,"multiply extended dfp with rounding mode",implemented
sdtra,"subtract long dfp with rounding mode",implemented
sxtra,"subtract extended dfp with rounding mode",implemented
srnmb,"set 3 bit bfp rounding mode",implemented,
etnd,"extract transaction nesting depth","not implemented",zEC12,
ntstg,"nontransactional store","not implemented",zEC12,
tabort,"transaction abort","not implemented",zEC12,
tbegin,"transaction begin","not implemented",zEC12,
tbeginc,"constrained transaction begin","not implemented",zEC12,
tend,"transaction end","not implemented",zEC12,
bpp,"branch prediction preload","not implemented",zEC12,
bprp,"branch prediction relative preload","not implemented",zEC12,
ppa,"perform processor assist","not implemented",zEC12,
niai,"next instruction access intent","not implemented",zEC12,
crdte,"compare and replace DAT table entry",N/A,"privileged instruction"
lat,"load and trap 32 bit","not implemented",zEC12,
lgat,"load and trap 64 bit","not implemented",zEC12,
lfhat,"load high and trap","not implemented",zEC12,
llgfat,"load logical and trap 32>64","not implemented",zEC12,
llgtat,"load logical thirty one bits and trap 31>64","not implemented",zEC12,
clt,"compare logical and trap 32 bit reg-mem","not implemented",zEC12,
clgt,"compare logical and trap 64 bit reg-mem","not implemented",zEC12,
risbgn,"rotate then insert selected bits nocc","not implemented",zEC12,
cdzt,"convert from zoned long","not implemented",zEC12,
cxzt,"convert from zoned extended","not implemented",zEC12,
czdt,"convert to zoned long","not implemented",zEC12,
czxt,"convert to zoned extended","not implemented",zEC12,
